program,site,year,month,replicate,replicatetype,sppname,commonname,trophicgroup,counts
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Stegastes diencaeus,longfin damselfish,herb,4
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Acanthurus bahianus,ocean surgeonfish,herb,3
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Scarus taeniopterus,princess parrotfish,herb,10
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Holacanthus ciliaris,queen angelfish,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Holacanthus tricolor,rock beauty,inv,3
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Lutjanus apodus,schoolmaster,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Abudefduf saxatilis,sergeant major,plank,2
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Hypoplectrus guttavarius,shy hamlet,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Equetus punctatus,spotted drum,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Scarus iseri,striped parrotfish,herb,5
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Stegastes planifrons,threespot damselfish,herb,5
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Haemulon aurolineatum,tomtate,inv,22
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Haemulon plumierii,white grunt,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Mulloidichthys martinicus,yellow goatfish,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Halichoeres garnoti,yellowhead wrasse,inv,6
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Seahorse Cottage Shoal,2015,10,9,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Seriola rivoliana,almaco jack,pisc,5
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Caranx ruber,bar jack,inv,352
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Stegastes partitus,bicolor damselfish,herb,60
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Myripristis jacobus,blackbar soldierfish,plank,11
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Chromis cyanea,blue chromis,plank,50
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Acanthurus coeruleus,blue tang,herb,7
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Thalassoma bifasciatum,bluehead wrasse,plank,22
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Chromis multilineata,brown chromis,plank,30
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Clepticus parrae,creole wrasse,plank,2
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Chaetodon capistratus,foureye butterflyfish,inv,6
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Holocentrus rufus,longspine squirrelfish,inv,9
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Acanthurus bahianus,ocean surgeonfish,herb,9
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Scarus taeniopterus,princess parrotfish,herb,16
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Sparisoma aurofrenatum,redband parrotfish,herb,12
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Holacanthus tricolor,rock beauty,inv,4
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Abudefduf saxatilis,sergeant major,plank,2
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Scarus iseri,striped parrotfish,herb,7
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Stegastes planifrons,threespot damselfish,herb,35
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Haemulon aurolineatum,tomtate,inv,2
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Haemulon plumierii,white grunt,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Halichoeres garnoti,yellowhead wrasse,inv,5
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Seahorse Cottage Shoal,2015,10,10,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,South Capella,2015,10,1,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,South Capella,2015,10,1,transect,Stegastes leucostictus,beaugregory,herb,2
TCRMP,South Capella,2015,10,1,transect,Stegastes partitus,bicolor damselfish,herb,20
TCRMP,South Capella,2015,10,1,transect,Chromis cyanea,blue chromis,plank,49
TCRMP,South Capella,2015,10,1,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,South Capella,2015,10,1,transect,Thalassoma bifasciatum,bluehead wrasse,plank,17
TCRMP,South Capella,2015,10,1,transect,Chromis multilineata,brown chromis,plank,1
TCRMP,South Capella,2015,10,1,transect,Clepticus parrae,creole wrasse,plank,200
TCRMP,South Capella,2015,10,1,transect,Gramma loreto,fairy basslet,inv,6
TCRMP,South Capella,2015,10,1,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,South Capella,2015,10,1,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,South Capella,2015,10,1,transect,Cephalopholis cruentata,graysby,pisc,2
TCRMP,South Capella,2015,10,1,transect,Lachnolaimus maximus,hogfish,inv,1
TCRMP,South Capella,2015,10,1,transect,Pterois volitans,lionfish,pisc,1
TCRMP,South Capella,2015,10,1,transect,Stegastes diencaeus,longfin damselfish,herb,2
TCRMP,South Capella,2015,10,1,transect,Neoniphon marianus,longjaw squirrelfish,plank,1
TCRMP,South Capella,2015,10,1,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,South Capella,2015,10,1,transect,Acanthurus bahianus,ocean surgeonfish,herb,1
TCRMP,South Capella,2015,10,1,transect,Scarus taeniopterus,princess parrotfish,herb,17
TCRMP,South Capella,2015,10,1,transect,Halichoeres pictus,rainbow wrasse,inv,15
TCRMP,South Capella,2015,10,1,transect,Sparisoma aurofrenatum,redband parrotfish,herb,11
TCRMP,South Capella,2015,10,1,transect,Chaetodon sedentarius,reef butterflyfish,inv,1
TCRMP,South Capella,2015,10,1,transect,Lutjanus apodus,schoolmaster,inv,20
TCRMP,South Capella,2015,10,1,transect,Canthigaster rostrata,sharpnose puffer,inv,3
TCRMP,South Capella,2015,10,1,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,South Capella,2015,10,1,transect,Sparisoma viride,stoplight parrotfish,herb,4
TCRMP,South Capella,2015,10,1,transect,Scarus iseri,striped parrotfish,herb,5
TCRMP,South Capella,2015,10,1,transect,Stegastes planifrons,threespot damselfish,herb,5
TCRMP,South Capella,2015,10,1,transect,Cantherhines macrocerus,whitespotted filefish,inv,1
TCRMP,South Capella,2015,10,1,transect,Mulloidichthys martinicus,yellow goatfish,inv,4
TCRMP,South Capella,2015,10,1,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,South Capella,2015,10,1,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,South Capella,2015,10,2,transect,Caranx ruber,bar jack,inv,1
TCRMP,South Capella,2015,10,2,transect,Stegastes leucostictus,beaugregory,herb,6
TCRMP,South Capella,2015,10,2,transect,Stegastes partitus,bicolor damselfish,herb,10
TCRMP,South Capella,2015,10,2,transect,Chromis cyanea,blue chromis,plank,9
TCRMP,South Capella,2015,10,2,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,South Capella,2015,10,2,transect,Thalassoma bifasciatum,bluehead wrasse,plank,1
TCRMP,South Capella,2015,10,2,transect,Gramma loreto,fairy basslet,inv,1
TCRMP,South Capella,2015,10,2,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,South Capella,2015,10,2,transect,Stegastes diencaeus,longfin damselfish,herb,3
TCRMP,South Capella,2015,10,2,transect,Prognathodes aculeatus,longsnout butterflyfish,inv,1
TCRMP,South Capella,2015,10,2,transect,Holocentrus rufus,longspine squirrelfish,inv,3
TCRMP,South Capella,2015,10,2,transect,Acanthurus bahianus,ocean surgeonfish,herb,7
TCRMP,South Capella,2015,10,2,transect,Scarus taeniopterus,princess parrotfish,herb,3
TCRMP,South Capella,2015,10,2,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,South Capella,2015,10,2,transect,Sparisoma aurofrenatum,redband parrotfish,herb,17
TCRMP,South Capella,2015,10,2,transect,Sargocentron coruscum,reef squirrelfish,inv,1
TCRMP,South Capella,2015,10,2,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,South Capella,2015,10,2,transect,Pseudupeneus maculatus,spotted goatfish,inv,2
TCRMP,South Capella,2015,10,2,transect,Scarus iseri,striped parrotfish,herb,18
TCRMP,South Capella,2015,10,2,transect,Stegastes planifrons,threespot damselfish,herb,2
TCRMP,South Capella,2015,10,2,transect,Haemulon aurolineatum,tomtate,inv,1
TCRMP,South Capella,2015,10,2,transect,Aulostomus maculatus,trumpetfish,inv,2
TCRMP,South Capella,2015,10,2,transect,Halichoeres garnoti,yellowhead wrasse,inv,5
TCRMP,South Capella,2015,10,2,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,South Capella,2015,10,3,transect,Caranx ruber,bar jack,inv,2
TCRMP,South Capella,2015,10,3,transect,Hypoplectrus puella,barred hamlet,inv,3
TCRMP,South Capella,2015,10,3,transect,Stegastes partitus,bicolor damselfish,herb,26
TCRMP,South Capella,2015,10,3,transect,Chromis cyanea,blue chromis,plank,22
TCRMP,South Capella,2015,10,3,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,South Capella,2015,10,3,transect,Thalassoma bifasciatum,bluehead wrasse,plank,3
TCRMP,South Capella,2015,10,3,transect,Haemulon sciurus,bluestriped grunt,inv,2
TCRMP,South Capella,2015,10,3,transect,Clepticus parrae,creole wrasse,plank,16
TCRMP,South Capella,2015,10,3,transect,Chaetodon capistratus,foureye butterflyfish,inv,3
TCRMP,South Capella,2015,10,3,transect,Haemulon flavolineatum,French grunt,inv,4
TCRMP,South Capella,2015,10,3,transect,Cephalopholis cruentata,graysby,pisc,3
TCRMP,South Capella,2015,10,3,transect,Pterois volitans,lionfish,pisc,2
TCRMP,South Capella,2015,10,3,transect,Acanthurus bahianus,ocean surgeonfish,herb,9
TCRMP,South Capella,2015,10,3,transect,Epinephelus guttatus,red hind,pisc,1
TCRMP,South Capella,2015,10,3,transect,Sparisoma aurofrenatum,redband parrotfish,herb,10
TCRMP,South Capella,2015,10,3,transect,Synodus intermedius,sand diver,pisc,1
TCRMP,South Capella,2015,10,3,transect,Lutjanus apodus,schoolmaster,inv,12
TCRMP,South Capella,2015,10,3,transect,Abudefduf saxatilis,sergeant major,plank,2
TCRMP,South Capella,2015,10,3,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,South Capella,2015,10,3,transect,Haemulon chrysargyreum,smallmouth grunt,inv,3
TCRMP,South Capella,2015,10,3,transect,Holocentrus adscensionis,squirrelfish,inv,2
TCRMP,South Capella,2015,10,3,transect,Scarus iseri,striped parrotfish,herb,16
TCRMP,South Capella,2015,10,3,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,South Capella,2015,10,3,transect,Cantherhines macrocerus,whitespotted filefish,inv,1
TCRMP,South Capella,2015,10,3,transect,Halichoeres garnoti,yellowhead wrasse,inv,8
TCRMP,South Capella,2015,10,3,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,South Capella,2015,10,3,transect,Ocyurus chrysurus,yellowtail snapper,pisc,3
TCRMP,South Capella,2015,10,4,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,South Capella,2015,10,4,transect,Stegastes partitus,bicolor damselfish,herb,22
TCRMP,South Capella,2015,10,4,transect,Melichthys niger,black durgon,plank,2
TCRMP,South Capella,2015,10,4,transect,Chromis cyanea,blue chromis,plank,37
TCRMP,South Capella,2015,10,4,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,South Capella,2015,10,4,transect,Thalassoma bifasciatum,bluehead wrasse,plank,2
TCRMP,South Capella,2015,10,4,transect,Haemulon sciurus,bluestriped grunt,inv,1
TCRMP,South Capella,2015,10,4,transect,Chaetodon capistratus,foureye butterflyfish,inv,4
TCRMP,South Capella,2015,10,4,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,South Capella,2015,10,4,transect,Cephalopholis cruentata,graysby,pisc,2
TCRMP,South Capella,2015,10,4,transect,Lutjanus analis,mutton snapper,inv,1
TCRMP,South Capella,2015,10,4,transect,Acanthurus bahianus,ocean surgeonfish,herb,6
TCRMP,South Capella,2015,10,4,transect,Scarus vetula,queen parrotfish,herb,2
TCRMP,South Capella,2015,10,4,transect,Balistes vetula,queen triggerfish,inv,1
TCRMP,South Capella,2015,10,4,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,South Capella,2015,10,4,transect,Holacanthus tricolor,rock beauty,inv,3
TCRMP,South Capella,2015,10,4,transect,Lutjanus apodus,schoolmaster,inv,2
TCRMP,South Capella,2015,10,4,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,South Capella,2015,10,4,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,South Capella,2015,10,4,transect,Scarus iseri,striped parrotfish,herb,12
TCRMP,South Capella,2015,10,4,transect,Mulloidichthys martinicus,yellow goatfish,inv,2
TCRMP,South Capella,2015,10,4,transect,Halichoeres garnoti,yellowhead wrasse,inv,6
TCRMP,South Capella,2015,10,4,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,South Capella,2015,10,4,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,South Capella,2015,10,5,transect,Caranx ruber,bar jack,inv,3
TCRMP,South Capella,2015,10,5,transect,Stegastes partitus,bicolor damselfish,herb,19
TCRMP,South Capella,2015,10,5,transect,Chromis cyanea,blue chromis,plank,24
TCRMP,South Capella,2015,10,5,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,South Capella,2015,10,5,transect,Haemulon sciurus,bluestriped grunt,inv,2
TCRMP,South Capella,2015,10,5,transect,Haemulon carbonarium,Caesar grunt,inv,1
TCRMP,South Capella,2015,10,5,transect,Clepticus parrae,creole wrasse,plank,60
TCRMP,South Capella,2015,10,5,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,South Capella,2015,10,5,transect,Haemulon flavolineatum,French grunt,inv,5
TCRMP,South Capella,2015,10,5,transect,Cephalopholis cruentata,graysby,pisc,2
TCRMP,South Capella,2015,10,5,transect,Pterois volitans,lionfish,pisc,2
TCRMP,South Capella,2015,10,5,transect,Acanthurus bahianus,ocean surgeonfish,herb,6
TCRMP,South Capella,2015,10,5,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,South Capella,2015,10,5,transect,Epinephelus guttatus,red hind,pisc,1
TCRMP,South Capella,2015,10,5,transect,Sparisoma aurofrenatum,redband parrotfish,herb,7
TCRMP,South Capella,2015,10,5,transect,Holacanthus tricolor,rock beauty,inv,2
TCRMP,South Capella,2015,10,5,transect,Calamus calamus,saucereye porgy,inv,1
TCRMP,South Capella,2015,10,5,transect,Lutjanus apodus,schoolmaster,inv,16
TCRMP,South Capella,2015,10,5,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,South Capella,2015,10,5,transect,Haemulon chrysargyreum,smallmouth grunt,inv,1
TCRMP,South Capella,2015,10,5,transect,Holocentrus adscensionis,squirrelfish,inv,1
TCRMP,South Capella,2015,10,5,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,South Capella,2015,10,5,transect,Scarus iseri,striped parrotfish,herb,19
TCRMP,South Capella,2015,10,5,transect,Cantherhines macrocerus,whitespotted filefish,inv,2
TCRMP,South Capella,2015,10,5,transect,Mulloidichthys martinicus,yellow goatfish,inv,1
TCRMP,South Capella,2015,10,5,transect,Halichoeres garnoti,yellowhead wrasse,inv,3
TCRMP,South Capella,2015,10,5,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,South Capella,2015,10,6,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,South Capella,2015,10,6,transect,Stegastes leucostictus,beaugregory,herb,2
TCRMP,South Capella,2015,10,6,transect,Stegastes partitus,bicolor damselfish,herb,12
TCRMP,South Capella,2015,10,6,transect,Melichthys niger,black durgon,plank,3
TCRMP,South Capella,2015,10,6,transect,Chromis cyanea,blue chromis,plank,30
TCRMP,South Capella,2015,10,6,transect,Acanthurus coeruleus,blue tang,herb,48
TCRMP,South Capella,2015,10,6,transect,Thalassoma bifasciatum,bluehead wrasse,plank,1
TCRMP,South Capella,2015,10,6,transect,Chromis multilineata,brown chromis,plank,10
TCRMP,South Capella,2015,10,6,transect,Clepticus parrae,creole wrasse,plank,21
TCRMP,South Capella,2015,10,6,transect,Acanthurus chirurgus,doctorfish,herb,1
TCRMP,South Capella,2015,10,6,transect,Stegastes adustus,dusky damselfish,herb,2
TCRMP,South Capella,2015,10,6,transect,Gramma loreto,fairy basslet,inv,1
TCRMP,South Capella,2015,10,6,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,South Capella,2015,10,6,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,South Capella,2015,10,6,transect,Seriola dumerili,greater amberjack,pisc,1
TCRMP,South Capella,2015,10,6,transect,Neoniphon marianus,longjaw squirrelfish,plank,2
TCRMP,South Capella,2015,10,6,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,South Capella,2015,10,6,transect,Acanthurus bahianus,ocean surgeonfish,herb,1
TCRMP,South Capella,2015,10,6,transect,Canthidermis sufflamen,ocean triggerfish,plank,1
TCRMP,South Capella,2015,10,6,transect,Scarus taeniopterus,princess parrotfish,herb,2
TCRMP,South Capella,2015,10,6,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,South Capella,2015,10,6,transect,Balistes vetula,queen triggerfish,inv,1
TCRMP,South Capella,2015,10,6,transect,Sparisoma aurofrenatum,redband parrotfish,herb,3
TCRMP,South Capella,2015,10,6,transect,Holacanthus tricolor,rock beauty,inv,1
TCRMP,South Capella,2015,10,6,transect,Lutjanus apodus,schoolmaster,inv,2
TCRMP,South Capella,2015,10,6,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,South Capella,2015,10,6,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,South Capella,2015,10,6,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,South Capella,2015,10,6,transect,Scarus iseri,striped parrotfish,herb,5
TCRMP,South Capella,2015,10,6,transect,Scarus iseri,striped parrotfish,herb,10
TCRMP,South Capella,2015,10,6,transect,Stegastes planifrons,threespot damselfish,herb,21
TCRMP,South Capella,2015,10,6,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,South Capella,2015,10,6,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,South Capella,2015,10,6,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,South Capella,2015,10,7,transect,Stegastes partitus,bicolor damselfish,herb,4
TCRMP,South Capella,2015,10,7,transect,Chromis cyanea,blue chromis,plank,38
TCRMP,South Capella,2015,10,7,transect,Chromis cyanea,blue chromis,plank,40
TCRMP,South Capella,2015,10,7,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,South Capella,2015,10,7,transect,Clepticus parrae,creole wrasse,plank,25
TCRMP,South Capella,2015,10,7,transect,Chaetodon capistratus,foureye butterflyfish,inv,3
TCRMP,South Capella,2015,10,7,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,South Capella,2015,10,7,transect,Pterois volitans,lionfish,pisc,1
TCRMP,South Capella,2015,10,7,transect,Acanthurus bahianus,ocean surgeonfish,herb,8
TCRMP,South Capella,2015,10,7,transect,Scarus taeniopterus,princess parrotfish,herb,1
TCRMP,South Capella,2015,10,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,8
TCRMP,South Capella,2015,10,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,South Capella,2015,10,7,transect,Lutjanus apodus,schoolmaster,inv,1
TCRMP,South Capella,2015,10,7,transect,Holocentrus adscensionis,squirrelfish,inv,2
TCRMP,South Capella,2015,10,7,transect,Scarus iseri,striped parrotfish,herb,3
TCRMP,South Capella,2015,10,7,transect,Scarus iseri,striped parrotfish,herb,4
TCRMP,South Capella,2015,10,7,transect,Halichoeres garnoti,yellowhead wrasse,inv,1
TCRMP,South Capella,2015,10,7,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,South Capella,2015,10,7,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,South Capella,2015,10,8,transect,Stegastes leucostictus,beaugregory,herb,3
TCRMP,South Capella,2015,10,8,transect,Stegastes partitus,bicolor damselfish,herb,40
TCRMP,South Capella,2015,10,8,transect,Chromis cyanea,blue chromis,plank,26
TCRMP,South Capella,2015,10,8,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,South Capella,2015,10,8,transect,Thalassoma bifasciatum,bluehead wrasse,plank,3
TCRMP,South Capella,2015,10,8,transect,Clepticus parrae,creole wrasse,plank,60
TCRMP,South Capella,2015,10,8,transect,Acanthurus chirurgus,doctorfish,herb,7
TCRMP,South Capella,2015,10,8,transect,Stegastes adustus,dusky damselfish,herb,1
TCRMP,South Capella,2015,10,8,transect,Gramma loreto,fairy basslet,inv,2
TCRMP,South Capella,2015,10,8,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,South Capella,2015,10,8,transect,Lachnolaimus maximus,hogfish,inv,1
TCRMP,South Capella,2015,10,8,transect,Holocentrus rufus,longspine squirrelfish,inv,2
TCRMP,South Capella,2015,10,8,transect,Scarus taeniopterus,princess parrotfish,herb,4
TCRMP,South Capella,2015,10,8,transect,Scarus vetula,queen parrotfish,herb,2
TCRMP,South Capella,2015,10,8,transect,Sparisoma aurofrenatum,redband parrotfish,herb,7
TCRMP,South Capella,2015,10,8,transect,Malacanthus plumieri,sand tilefish,inv,1
TCRMP,South Capella,2015,10,8,transect,Lutjanus apodus,schoolmaster,inv,2
TCRMP,South Capella,2015,10,8,transect,Canthigaster rostrata,sharpnose puffer,inv,2
TCRMP,South Capella,2015,10,8,transect,Sparisoma viride,stoplight parrotfish,herb,7
TCRMP,South Capella,2015,10,8,transect,Scarus iseri,striped parrotfish,herb,22
TCRMP,South Capella,2015,10,8,transect,Stegastes planifrons,threespot damselfish,herb,5
TCRMP,South Capella,2015,10,8,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,South Capella,2015,10,8,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,South Capella,2015,10,9,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,South Capella,2015,10,9,transect,Stegastes leucostictus,beaugregory,herb,3
TCRMP,South Capella,2015,10,9,transect,Stegastes partitus,bicolor damselfish,herb,25
TCRMP,South Capella,2015,10,9,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,South Capella,2015,10,9,transect,Chromis cyanea,blue chromis,plank,38
TCRMP,South Capella,2015,10,9,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,South Capella,2015,10,9,transect,Thalassoma bifasciatum,bluehead wrasse,plank,2
TCRMP,South Capella,2015,10,9,transect,Chromis multilineata,brown chromis,plank,2
TCRMP,South Capella,2015,10,9,transect,Clepticus parrae,creole wrasse,plank,2
TCRMP,South Capella,2015,10,9,transect,Acanthurus chirurgus,doctorfish,herb,3
TCRMP,South Capella,2015,10,9,transect,Chaetodon capistratus,foureye butterflyfish,inv,4
TCRMP,South Capella,2015,10,9,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,South Capella,2015,10,9,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,South Capella,2015,10,9,transect,Holocentrus rufus,longspine squirrelfish,inv,2
TCRMP,South Capella,2015,10,9,transect,Scarus taeniopterus,princess parrotfish,herb,7
TCRMP,South Capella,2015,10,9,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,South Capella,2015,10,9,transect,Balistes vetula,queen triggerfish,inv,1
TCRMP,South Capella,2015,10,9,transect,Sparisoma aurofrenatum,redband parrotfish,herb,2
TCRMP,South Capella,2015,10,9,transect,Holacanthus tricolor,rock beauty,inv,1
TCRMP,South Capella,2015,10,9,transect,Sparisoma viride,stoplight parrotfish,herb,10
TCRMP,South Capella,2015,10,9,transect,Scarus iseri,striped parrotfish,herb,10
TCRMP,South Capella,2015,10,9,transect,Stegastes planifrons,threespot damselfish,herb,4
TCRMP,South Capella,2015,10,9,transect,Halichoeres garnoti,yellowhead wrasse,inv,8
TCRMP,South Capella,2015,10,10,transect,Caranx ruber,bar jack,inv,2
TCRMP,South Capella,2015,10,10,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,South Capella,2015,10,10,transect,Stegastes partitus,bicolor damselfish,herb,45
TCRMP,South Capella,2015,10,10,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,South Capella,2015,10,10,transect,Chromis cyanea,blue chromis,plank,40
TCRMP,South Capella,2015,10,10,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,South Capella,2015,10,10,transect,Thalassoma bifasciatum,bluehead wrasse,plank,10
TCRMP,South Capella,2015,10,10,transect,Chromis multilineata,brown chromis,plank,3
TCRMP,South Capella,2015,10,10,transect,Acanthurus chirurgus,doctorfish,herb,5
TCRMP,South Capella,2015,10,10,transect,Stegastes adustus,dusky damselfish,herb,5
TCRMP,South Capella,2015,10,10,transect,Chaetodon capistratus,foureye butterflyfish,inv,4
TCRMP,South Capella,2015,10,10,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,South Capella,2015,10,10,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,South Capella,2015,10,10,transect,Sphyraena barracuda,great barracuda,pisc,1
TCRMP,South Capella,2015,10,10,transect,Hypoplectrus indigo,indigo hamlet,inv,1
TCRMP,South Capella,2015,10,10,transect,Holocentrus rufus,longspine squirrelfish,inv,2
TCRMP,South Capella,2015,10,10,transect,Acanthurus bahianus,ocean surgeonfish,herb,2
TCRMP,South Capella,2015,10,10,transect,Scarus taeniopterus,princess parrotfish,herb,16
TCRMP,South Capella,2015,10,10,transect,Sparisoma aurofrenatum,redband parrotfish,herb,9
TCRMP,South Capella,2015,10,10,transect,Canthigaster rostrata,sharpnose puffer,inv,2
TCRMP,South Capella,2015,10,10,transect,Haemulon chrysargyreum,smallmouth grunt,inv,3
